CAR;PV;nbki;ind_noNbki;equi;ind_noEqui;def90_365
новый;0.3505;644;0;718;0;0
новый;0.1482;666;0;535;0;0
новый;0.35;0;1;659;0;0
новый;0.3369;0;1;0;1;0
новый;0.5865;645;0;645;0;0
б/у;0.2069;555;0;535;0;1
новый;0.1544;654;0;609;0;0
б/у;0.2;530;0;571;0;0
новый;0.1054;665;0;540;0;0
новый;0.15;755;0;791;0;0
новый;0.1501;736;0;723;0;0
новый;0.2166;0;1;0;1;0
новый;0.301;0;1;0;1;0
новый;0;705;0;682;0;0
б/у;0.5042;625;0;445;0;1
б/у;0.6923;671;0;688;0;0
новый;0.6493;0;1;715;0;0
новый;0.1022;700;0;662;0;0
новый;0.15;768;0;697;0;0
новый;0.1505;766;0;732;0;0
новый;0.15;616;0;652;0;0
б/у;0.625;685;0;457;0;0
новый;0.1507;552;0;602;0;0
новый;0.15;604;0;648;0;0
новый;0.1;0;1;713;0;0
новый;0.4105;0;1;779;0;0
новый;0.1512;626;0;581;0;0
новый;0.1021;569;0;477;0;0
новый;0;635;0;671;0;0
б/у;0.1513;658;0;537;0;1
новый;0.2586;0;1;520;0;0
новый;0.5674;641;0;728;0;0
новый;0.1672;606;0;519;0;0
новый;0.2667;689;0;676;0;0
новый;0;0;1;0;1;0
новый;0.1711;477;0;509;0;0
новый;0.3392;0;1;0;1;0
новый;0.1504;703;0;653;0;0
новый;0.1;652;0;697;0;0
б/у;0.1553;0;1;0;1;0
новый;0.2231;639;0;525;0;1
б/у;0.2;718;0;729;0;0
б/у;0;0;1;640;0;0
б/у;0.1509;717;0;680;0;0
новый;0.15;649;0;0;1;0
новый;0.31;0;1;0;1;0
б/у;0.1654;546;0;517;0;1
б/у;0.0938;0;1;577;0;0
б/у;0.25;0;1;0;1;0
новый;0.15;605;0;645;0;0
б/у;0.3333;0;1;0;1;0
б/у;0.434;739;0;0;1;0
новый;0.2;0;1;0;1;0
б/у;0.3111;633;0;399;0;0
новый;0.1511;0;1;0;1;0
новый;0.3272;706;0;679;0;0
б/у;0.15;0;1;607;0;0
новый;0.1808;646;0;701;0;0
новый;0.3333;622;0;491;0;0
новый;0.15;675;0;662;0;0
новый;0.2964;0;1;0;1;0
новый;0.3676;708;0;675;0;0
новый;0.3384;0;1;702;0;0
б/у;0.1523;0;1;478;0;1
новый;0.1563;0;1;691;0;0
б/у;0.1517;674;0;0;1;0
б/у;0.2353;0;1;0;1;1
б/у;0.112;670;0;656;0;0
новый;0.1802;595;0;509;0;1
новый;0.1503;541;0;644;0;0
новый;0.3007;0;1;0;1;0
б/у;0.15;610;0;550;0;1
новый;0.4659;0;1;536;0;0
б/у;0.2;709;0;628;0;0
б/у;0.1673;648;0;500;0;0
новый;0.2828;0;1;712;0;0
новый;0.5735;0;1;0;1;0
новый;0.2;615;0;474;0;0
новый;0.1654;666;0;656;0;0
б/у;0.4124;651;0;534;0;0
новый;0.1525;559;0;572;0;0
новый;0.6439;0;1;790;0;0
новый;0.1503;707;0;609;0;0
новый;0.15;585;0;543;0;0
новый;0.15;580;0;507;0;0
новый;0.1852;695;0;0;1;0
б/у;0.1522;0;1;543;0;0
новый;0.2194;0;1;0;1;0
новый;0.1613;611;0;553;0;0
новый;0.1;596;0;617;0;0
новый;0.3221;0;1;711;0;0
б/у;0.1837;673;0;602;0;1
новый;0.5051;0;1;0;1;0
новый;0.2548;0;1;0;1;0
новый;0.1522;0;1;0;1;0
б/у;0.2;544;0;381;0;0
б/у;0.2703;0;1;620;0;0
б/у;0.1538;628;0;651;0;0
новый;0.1516;690;0;735;0;0
новый;0.5061;0;1;634;0;0
б/у;0.3448;666;0;505;0;0
новый;0.5333;0;1;0;1;0
новый;0.2;656;0;510;0;0
новый;0.1123;639;0;642;0;0
новый;0.5933;570;0;540;0;0
новый;0.1011;589;0;432;0;0
новый;0.3841;0;1;0;1;0
новый;0.1083;0;1;600;0;0
новый;0.2;0;1;716;0;0
новый;0.3004;665;0;705;0;0
новый;0.1209;0;1;0;1;1
б/у;0.1528;675;0;567;0;1
новый;0.7212;0;1;0;1;0
новый;0.2016;665;0;540;0;0
б/у;0.1502;583;0;507;0;1
новый;0.1501;0;1;0;1;0
новый;0.3755;685;0;623;0;0
новый;0.5;642;0;0;1;0
новый;0.7068;0;1;686;0;0
новый;0.15;667;0;749;0;0
новый;0.1836;695;0;0;1;0
новый;0.545;0;1;0;1;0
новый;0.15;631;0;487;0;0
новый;0.1668;676;0;607;0;0
б/у;0.2468;734;0;713;0;0
новый;0;689;0;731;0;0
новый;0.2091;0;1;0;1;0
новый;0.1792;710;0;675;0;0
новый;0.1002;661;0;654;0;0
новый;0.2885;632;0;546;0;0
б/у;0.15;717;0;678;0;0
новый;0.1;0;1;708;0;0
новый;0.1482;527;0;530;0;1
б/у;0.2089;657;0;497;0;0
новый;0.1072;688;0;595;0;0
новый;0.1566;611;0;524;0;0
новый;0.3717;0;1;659;0;0
новый;0.3047;606;0;476;0;0
новый;0.53;699;0;648;0;0
новый;0.1505;764;0;0;1;0
новый;0.1501;601;0;422;0;0
новый;0.4261;626;0;631;0;0
новый;0.2;534;0;493;0;0
б/у;0.1908;0;1;518;0;0
б/у;0.22;0;1;534;0;0
новый;0.15;570;0;538;0;0
новый;0.7335;0;1;681;0;0
новый;0.1505;0;1;0;1;0
б/у;0.4444;0;1;0;1;0
новый;0.1505;721;0;782;0;0
новый;0.2454;0;1;565;0;0
новый;0.3247;0;1;0;1;0
новый;0.4266;579;0;0;1;0
новый;0.5413;705;0;715;0;0
новый;0.1501;0;1;0;1;0
новый;0.2564;0;1;789;0;0
новый;0;0;1;0;1;0
б/у;0.2286;653;0;545;0;0
новый;0.2299;577;0;0;1;0
новый;0.6;757;0;787;0;0
новый;0.4121;535;0;0;1;0
новый;0.1502;664;0;677;0;0
б/у;0.2;646;0;627;0;1
новый;0.2495;629;0;556;0;0
новый;0.3775;696;0;673;0;0
новый;0.3618;747;0;0;1;0
б/у;0.3;684;0;522;0;1
новый;0.3;697;0;0;1;0
новый;0;747;0;634;0;0
б/у;0.2263;635;0;630;0;0
новый;0.3282;737;0;659;0;0
б/у;0.4836;622;0;613;0;0
новый;0.1505;642;0;717;0;0
б/у;0.2134;660;0;587;0;0
новый;0;684;0;0;1;0
новый;0.1501;683;0;599;0;0
б/у;0.5395;616;0;697;0;0
новый;0.2557;0;1;0;1;0
б/у;0.3396;0;1;0;1;0
новый;0.6008;714;0;762;0;0
б/у;0.3322;706;0;692;0;0
новый;0.3103;760;0;768;0;0
б/у;0.3036;0;1;0;1;1
новый;0.6195;0;1;0;1;0
б/у;0.4;630;0;369;0;1
новый;0.3399;631;0;0;1;0
новый;0.1523;0;1;0;1;0
новый;0.1548;527;0;516;0;0
б/у;0.2292;0;1;700;0;0
б/у;0.625;0;1;632;0;0
б/у;0.15;0;1;551;0;0
б/у;0.3;673;0;577;0;0
б/у;0.4762;0;1;0;1;1
новый;0.3706;0;1;0;1;0
новый;0.15;0;1;0;1;0
б/у;0.6333;0;1;645;0;0
новый;0.1512;582;0;582;0;0
новый;0.4323;0;1;738;0;0
новый;0.1572;719;0;530;0;0
новый;0.1515;600;0;0;1;0
б/у;0.08;689;0;533;0;0
новый;0.297;673;0;671;0;0
новый;0.1239;603;0;462;0;0
новый;0.5397;0;1;0;1;0
новый;0.3193;0;1;634;0;0
новый;0.2257;0;1;0;1;0
б/у;0.1634;0;1;531;0;0
новый;0.1613;714;0;671;0;0
б/у;0.2;643;0;0;1;0
новый;0.6253;0;1;708;0;0
новый;0.1121;716;0;0;1;0
новый;0.1563;630;0;0;1;0
б/у;0;702;0;541;0;0
новый;0.322;661;0;699;0;0
новый;0.4005;0;1;0;1;0
новый;0.2399;678;0;648;0;0
новый;0.2964;695;0;611;0;0
новый;0.15;635;0;605;0;0
б/у;0.7895;0;1;635;0;0
б/у;0.15;0;1;637;0;0
б/у;0.4074;0;1;0;1;0
новый;0.1512;653;0;714;0;0
новый;0.4666;780;0;0;1;0
новый;0.3794;0;1;634;0;0
б/у;0.1695;760;0;0;1;0
новый;0.6494;777;0;672;0;0
новый;0.3555;715;0;570;0;0
новый;0.1891;710;0;809;0;0
новый;0.1508;736;0;714;0;0
новый;0.1003;647;0;686;0;0
б/у;0.25;569;0;422;0;0
новый;0.4665;0;1;0;1;0
б/у;0.4954;0;1;0;1;0
б/у;0.375;656;0;576;0;0
б/у;0.2745;587;0;0;1;0
новый;0.2041;0;1;697;0;0
б/у;0.3333;0;1;0;1;0
новый;0.8361;0;1;618;0;0
б/у;0;720;0;590;0;0
новый;0.2;533;0;458;0;0
б/у;0.2105;638;0;595;0;0
б/у;0.5769;637;0;455;0;0
новый;0.3083;0;1;0;1;0
новый;0.301;690;0;749;0;0
б/у;0.1003;613;0;637;0;0
б/у;0.1509;0;1;523;0;0
новый;0.2035;0;1;741;0;0
новый;0.2373;640;0;546;0;0
новый;0.1516;0;1;716;0;0
б/у;0.1667;0;1;0;1;0
б/у;0.52;593;0;571;0;0
новый;0.6908;0;1;0;1;0
новый;0.1538;755;0;0;1;0
б/у;0.3529;0;1;0;1;0
новый;0.3001;688;0;584;0;0
новый;0.625;580;0;504;0;0
новый;0.15;754;0;733;0;0
новый;0.343;718;0;0;1;0
новый;0.2161;626;0;686;0;0
новый;0.1147;699;0;518;0;0
новый;0.15;585;0;509;0;1
новый;0.1501;646;0;672;0;0
б/у;0;664;0;549;0;0
новый;0.1562;0;1;567;0;0
новый;0.32;719;0;683;0;0
новый;0;0;1;708;0;0
новый;0.3338;695;0;531;0;0
новый;0.1756;0;1;0;1;0
б/у;0.1711;731;0;606;0;0
новый;0.1691;756;0;640;0;0
новый;0.149;0;1;366;0;1
новый;0.1744;0;1;581;0;0
новый;0;0;1;625;0;0
б/у;0.2;601;0;612;0;0
б/у;0.2222;718;0;595;0;0
новый;0.3015;0;1;673;0;0
новый;0.109;669;0;577;0;0
новый;0.1613;0;1;691;0;0
б/у;0.2;745;0;0;1;0
новый;0.3748;655;0;595;0;0
новый;0.1786;0;1;0;1;0
новый;0.15;560;0;500;0;0
новый;0.1008;0;1;700;0;0
новый;0.1026;759;0;713;0;0
новый;0.1506;626;0;520;0;0
б/у;0.1515;669;0;605;0;0
новый;0.3004;0;1;0;1;0
новый;0.1511;537;0;488;0;0
новый;0.3484;0;1;612;0;0
новый;0.3213;0;1;0;1;0
новый;0.15;608;0;570;0;0
б/у;0.2;584;0;467;0;0
б/у;0.2008;0;1;702;0;0
новый;0.15;702;0;698;0;0
б/у;0.4286;678;0;534;0;0
новый;0.3013;0;1;0;1;0
б/у;0.1569;641;0;683;0;0
б/у;0.3004;0;1;0;1;0
новый;0.1694;0;1;0;1;0
б/у;0.4178;0;1;484;0;0
б/у;0.4082;621;0;541;0;0
новый;0.813;745;0;730;0;0
новый;0.305;0;1;665;0;0
новый;0.1508;0;1;0;1;0
б/у;0.2326;0;1;0;1;1
новый;0.2;700;0;0;1;0
новый;0.5986;709;0;625;0;0
новый;0.2003;586;0;0;1;1
новый;0.458;0;1;0;1;0
новый;0.252;0;1;0;1;0
новый;0.4167;0;1;642;0;0
б/у;0;0;1;826;0;0
б/у;0.1667;594;0;410;0;1
б/у;0.1546;648;0;563;0;0
б/у;0.5652;0;1;0;1;0
новый;0.1821;557;0;474;0;0
новый;0.166;534;0;445;0;0
новый;0.15;773;0;740;0;0
новый;0.1001;658;0;558;0;0
новый;0.3016;591;0;0;1;0
новый;0.2001;626;0;604;0;0
б/у;0.2143;586;0;573;0;0
новый;0.3102;625;0;593;0;0
новый;0.8776;0;1;0;1;0
новый;0.2435;746;0;764;0;0
новый;0.3745;648;0;592;0;0
новый;0.1504;645;0;675;0;0
новый;0.15;0;1;754;0;0
новый;0;502;0;503;0;0
новый;0.3971;0;1;0;1;0
б/у;0.4082;0;1;0;1;0
новый;0.2793;693;0;714;0;0
новый;0.2026;706;0;570;0;0
новый;0.1808;675;0;493;0;0
б/у;0.1527;0;1;616;0;0
б/у;0.5;0;1;593;0;0
новый;0;0;1;0;1;0
б/у;0.2511;0;1;0;1;0
новый;0.3846;702;0;0;1;0
новый;0.1528;644;0;753;0;0
новый;0.6764;0;1;0;1;0
новый;0.1505;585;0;0;1;0
б/у;0.6;540;0;422;0;0
новый;0.1017;614;0;540;0;0
новый;0.1634;697;0;722;0;0
новый;0.4011;0;1;0;1;0
новый;0.1639;716;0;643;0;0
б/у;0.15;0;1;0;1;0
б/у;0.4425;668;0;555;0;0
новый;0.152;530;0;584;0;0
новый;0.1454;636;0;509;0;0
новый;0.5405;0;1;0;1;0
б/у;0.4286;533;0;472;0;0
новый;0.3454;629;0;575;0;0
новый;0.1624;676;0;608;0;0
новый;0.6261;0;1;0;1;0
б/у;0;670;0;649;0;0
новый;0.15;713;0;599;0;0
новый;0.1509;642;0;648;0;0
новый;0.3;706;0;699;0;0
новый;0.1519;0;1;0;1;0
новый;0;654;0;606;0;1
новый;0.1525;638;0;0;1;0
новый;0.157;710;0;0;1;0
б/у;0.3478;715;0;545;0;0
новый;0.2062;761;0;0;1;0
новый;0.1;0;1;0;1;0
б/у;0.1;646;0;583;0;0
новый;0;599;0;542;0;1
новый;0.5254;718;0;0;1;0
новый;0.15;0;1;0;1;0
новый;0.1562;557;0;406;0;0
новый;0.2;0;1;0;1;0
новый;0.2939;691;0;0;1;0
новый;0.271;0;1;613;0;0
б/у;0.2952;636;0;550;0;0
б/у;0.7667;735;0;651;0;0
новый;0.3;647;0;643;0;0
новый;0.1659;0;1;646;0;0
б/у;0.4;671;0;0;1;0
б/у;0.3333;0;1;0;1;0
б/у;0.2;634;0;601;0;0
новый;0.3;628;0;0;1;0
новый;0.1007;0;1;0;1;0
новый;0.1058;0;1;539;0;0
новый;0.1513;592;0;571;0;0
новый;0.5119;678;0;635;0;0
б/у;0.2347;0;1;0;1;0
б/у;0.3623;0;1;0;1;0
новый;0.2538;731;0;711;0;0
новый;0.4016;533;0;493;0;0
новый;0.3523;583;0;0;1;0
новый;0.4387;621;0;601;0;0
б/у;0.15;0;1;0;1;0
новый;0.2571;645;0;610;0;0
новый;0.1533;681;0;750;0;0
новый;0.365;716;0;710;0;0
новый;0.1727;0;1;676;0;0
б/у;0.3265;681;0;0;1;0
новый;0.3;757;0;749;0;0
новый;0.1593;681;0;624;0;0
б/у;0.2;580;0;458;0;1
новый;0.15;656;0;546;0;0
новый;0.3155;660;0;788;0;0
новый;0.4611;0;1;0;1;0
новый;0.4005;657;0;609;0;0
б/у;0.2593;682;0;567;0;0
новый;0.1553;661;0;605;0;0
новый;0.1606;734;0;716;0;0
новый;0.4701;618;0;642;0;0
б/у;0.3913;593;0;406;0;0
новый;0.1581;0;1;0;1;0
новый;0.1524;735;0;0;1;0
б/у;0;0;1;703;0;0
новый;0.4008;0;1;726;0;0
б/у;0.6122;608;0;700;0;0
новый;0.2227;576;0;530;0;0
новый;0.3617;722;0;754;0;0
б/у;0.1667;0;1;0;1;0
новый;0.1522;616;0;402;0;0
новый;0.2459;0;1;0;1;0
б/у;0.0938;710;0;621;0;0
новый;0.1808;0;1;0;1;0
новый;0.15;618;0;461;0;0
новый;0.336;676;0;0;1;0
б/у;0.3077;0;1;0;1;0
новый;0.1505;597;0;504;0;0
б/у;0.5296;0;1;639;0;0
новый;0.1524;0;1;632;0;0
б/у;0.15;676;0;0;1;0
новый;0.5106;706;0;667;0;0
новый;0.4832;760;0;736;0;0
новый;0.4286;714;0;0;1;0
б/у;0.5;0;1;563;0;0
новый;0.3001;0;1;0;1;0
новый;0.3071;0;1;0;1;0
новый;0.5556;0;1;0;1;0
б/у;0.1548;585;0;462;0;0
новый;0.3;682;0;709;0;0
б/у;0.4444;704;0;611;0;0
новый;0.2;655;0;582;0;0
новый;0.3012;656;0;595;0;0
б/у;0.6875;0;1;0;1;0
б/у;0;544;0;572;0;0
б/у;0.15;513;0;522;0;0
новый;0.2008;0;1;461;0;1
новый;0.655;684;0;783;0;0
новый;0.1502;763;0;683;0;0
новый;0.15;548;0;0;1;0
новый;0.3605;0;1;0;1;0
б/у;0.3;0;1;0;1;0
новый;0.1613;630;0;524;0;0
б/у;0.6078;0;1;637;0;0
новый;0.5428;706;0;596;0;0
новый;0.1607;710;0;0;1;0
новый;0.1527;727;0;653;0;0
новый;0.5141;717;0;729;0;0
новый;0.1518;645;0;613;0;0
новый;0.15;694;0;690;0;0
новый;0.1472;606;0;0;1;0
новый;0.3067;531;0;567;0;0
б/у;0.4237;0;1;0;1;1
новый;0.2703;656;0;611;0;0
б/у;0.1875;672;0;579;0;0
новый;0.2171;635;0;629;0;0
б/у;0.15;677;0;508;0;1
новый;0.4478;0;1;677;0;0
новый;0.1505;0;1;0;1;0
новый;0.1908;755;0;635;0;0
новый;0.1511;652;0;638;0;0
новый;0.1002;729;0;582;0;0
б/у;0.1516;0;1;0;1;0
новый;0.1578;706;0;0;1;0
новый;0.1623;705;0;608;0;0
новый;0.3125;0;1;0;1;0
новый;0.2933;0;1;680;0;0
новый;0.15;600;0;0;1;1
новый;0.2;672;0;743;0;0
новый;0.1553;0;1;0;1;0
новый;0.3667;570;0;544;0;0
новый;0.3025;654;0;643;0;0
новый;0.2105;734;0;0;1;0
новый;0.4693;596;0;548;0;0
новый;0.15;676;0;726;0;0
б/у;0.6667;630;0;569;0;0
б/у;0.3504;0;1;0;1;1
новый;0;680;0;625;0;0
новый;0.15;619;0;720;0;0
новый;0.5;654;0;656;0;0
новый;0.3009;646;0;647;0;0
новый;0.3105;698;0;670;0;0
новый;0.4466;704;0;813;0;0
новый;0.6195;0;1;0;1;0
новый;0.2029;0;1;0;1;0
б/у;0;613;0;552;0;0
новый;0.3058;763;0;691;0;0
б/у;0.2;686;0;602;0;0
б/у;0.15;0;1;0;1;0
новый;0.1798;749;0;0;1;0
б/у;0.15;624;0;488;0;0
б/у;0;749;0;725;0;0
б/у;0;0;1;0;1;0
новый;0.3377;665;0;626;0;0
новый;0.2162;724;0;643;0;0
новый;0.1505;700;0;0;1;0
б/у;0;0;1;0;1;0
б/у;0.1698;656;0;585;0;0
б/у;0.15;580;0;487;0;0
б/у;0.1525;501;0;532;0;0
б/у;0.15;618;0;544;0;0
новый;0.2488;678;0;714;0;0
новый;0.3261;0;1;0;1;0
новый;0.2522;585;0;431;0;0
новый;0.3053;0;1;777;0;0
новый;0.7021;661;0;759;0;0
новый;0.5357;0;1;0;1;0
новый;0.1015;0;1;0;1;0
новый;0.151;722;0;767;0;0
б/у;0.416;539;0;444;0;0
новый;0.1515;738;0;0;1;0
новый;0.4386;0;1;0;1;0
б/у;0.4167;554;0;538;0;0
новый;0.15;722;0;697;0;0
б/у;0.1548;0;1;528;0;0
новый;0.3717;735;0;0;1;0
новый;0.1507;518;0;485;0;0
новый;0.1815;0;1;615;0;0
новый;0.15;622;0;705;0;0
б/у;0.4487;703;0;529;0;0
б/у;0.15;0;1;472;0;0
новый;0.2243;645;0;585;0;0
новый;0.15;686;0;0;1;0
новый;0.2445;0;1;0;1;0
б/у;0.151;0;1;578;0;0
новый;0.1515;593;0;487;0;0
новый;0.3335;0;1;753;0;0
новый;0.1901;0;1;647;0;0
б/у;0.45;606;0;494;0;0
новый;0.1325;0;1;628;0;0
новый;0.1505;705;0;0;1;0
новый;0.1516;591;0;675;0;0
новый;0.2597;0;1;0;1;0
новый;0.15;694;0;769;0;0
новый;0.3191;723;0;731;0;0
новый;0.3001;549;0;469;0;0
б/у;0.5;638;0;569;0;0
новый;0;580;0;460;0;1
новый;0.1516;0;1;633;0;0
б/у;0.1736;536;0;489;0;0
новый;0.5;653;0;719;0;0
новый;0.4498;746;0;695;0;0
новый;0.15;599;0;429;0;1
б/у;0.4342;700;0;689;0;0
новый;0.2084;616;0;629;0;0
новый;0.1518;0;1;0;1;0
новый;0.1538;699;0;715;0;0
новый;0.1528;696;0;705;0;0
б/у;0.2857;491;0;351;0;1
б/у;0.2941;627;0;585;0;0
новый;0.3426;641;0;753;0;0
новый;0.1508;625;0;642;0;0
новый;0.1509;633;0;480;0;1
новый;0.1508;727;0;725;0;0
б/у;0;0;1;0;1;0
б/у;0;669;0;527;0;0
новый;0.3;749;0;779;0;0
новый;0.3674;0;1;0;1;1
новый;0.1504;0;1;495;0;0
б/у;0.2174;615;0;0;1;0
новый;0.1684;533;0;526;0;0
б/у;0.4808;721;0;694;0;0
новый;0.1503;656;0;692;0;0
новый;0.1967;555;0;555;0;1
б/у;0.2888;0;1;0;1;0
новый;0.2083;614;0;669;0;0
б/у;0.2429;584;0;592;0;0
новый;0.4387;684;0;659;0;0
новый;0.1757;0;1;0;1;0
новый;0.15;0;1;0;1;0
новый;0.3669;0;1;0;1;0
б/у;0.2482;626;0;0;1;0
новый;0.402;657;0;620;0;0
б/у;0.3947;749;0;603;0;0
б/у;0;542;0;481;0;1
новый;0.1875;625;0;668;0;0
новый;0.1511;638;0;681;0;0
новый;0.1463;627;0;652;0;0
новый;0.5333;0;1;759;0;0
новый;0.6452;0;1;0;1;0
новый;0.5006;600;0;701;0;0
новый;0.2595;0;1;0;1;0
б/у;0.2;568;0;532;0;1
новый;0.1566;711;0;536;0;1
б/у;0.15;733;0;622;0;0
новый;0.15;0;1;0;1;0
б/у;0.5831;608;0;535;0;0
новый;0.3006;575;0;0;1;0
новый;0.6593;0;1;0;1;0
б/у;0.1852;768;0;688;0;0
новый;0.2289;589;0;620;0;0
б/у;0.15;616;0;538;0;0
новый;0.15;0;1;616;0;0
б/у;0.3333;651;0;539;0;0
новый;0.1508;608;0;592;0;0
б/у;0.4;682;0;581;0;0
новый;0.2419;765;0;744;0;0
новый;0.3149;0;1;652;0;0
новый;0.2094;610;0;643;0;0
б/у;0.2;643;0;465;0;0
б/у;0.283;706;0;616;0;0
б/у;0.2;627;0;585;0;0
новый;0.151;0;1;492;0;0
б/у;0.2;626;0;570;0;0
новый;0.15;567;0;485;0;0
новый;0.5061;0;1;0;1;0
новый;0.1507;713;0;716;0;0
новый;0.1578;677;0;586;0;0
б/у;0.4062;0;1;0;1;0
б/у;0.3704;0;1;419;0;0
новый;0.15;760;0;661;0;0
новый;0.5936;0;1;691;0;0
новый;0.24;664;0;714;0;0
б/у;0.5214;0;1;0;1;0
новый;0.1176;0;1;603;0;0
новый;0.2359;586;0;608;0;1
б/у;0.2513;0;1;0;1;0
новый;0.1585;0;1;524;0;0
б/у;0.2079;536;0;355;0;1
б/у;0.3514;677;0;580;0;0
б/у;0;670;0;640;0;0
новый;0.3504;683;0;0;1;0
б/у;0.0952;712;0;491;0;0
новый;0.2174;667;0;709;0;0
новый;0.2763;0;1;0;1;0
новый;0.2575;726;0;719;0;0
новый;0.7027;0;1;743;0;0
б/у;0.5882;645;0;527;0;0
б/у;0.3352;627;0;597;0;0
новый;0.4312;710;0;576;0;0
новый;0.3221;613;0;606;0;0
новый;0.1505;540;0;522;0;0
новый;0.1505;639;0;546;0;0
б/у;0.2135;612;0;0;1;1
новый;0.4211;722;0;673;0;0
новый;0.401;719;0;721;0;0
новый;0.3018;706;0;633;0;0
б/у;0.1525;692;0;0;1;0
новый;0.8622;719;0;704;0;0
новый;0.3478;739;0;689;0;0
новый;0.188;742;0;870;0;0
новый;0.4107;555;0;586;0;1
новый;0.1894;646;0;565;0;0
б/у;0;0;1;577;0;0
новый;0.5006;0;1;735;0;0
новый;0.15;663;0;0;1;0
новый;0.2667;653;0;603;0;0
новый;0.3409;0;1;700;0;0
б/у;0.165;685;0;548;0;0
новый;0.1503;0;1;0;1;1
новый;0.3172;597;0;676;0;0
б/у;0.2;559;0;449;0;1
новый;0.1546;670;0;634;0;0
новый;0.1055;0;1;457;0;0
новый;0.5407;0;1;0;1;0
б/у;0.3182;726;0;587;0;0
новый;0.3695;736;0;597;0;0
новый;0.42;0;1;680;0;0
новый;0.2006;0;1;605;0;0
б/у;0.3036;0;1;0;1;0
новый;0.5097;624;0;535;0;0
новый;0.4772;618;0;561;0;0
новый;0.1506;478;0;397;0;1
б/у;0.1628;0;1;0;1;0
новый;0.1514;650;0;592;0;0
новый;0.1852;584;0;496;0;0
б/у;0.5714;632;0;553;0;0
новый;0.3308;0;1;666;0;0
новый;0.2;656;0;0;1;0
новый;0.3;698;0;620;0;0
б/у;0.15;604;0;528;0;0
новый;0.1921;0;1;548;0;0
новый;0.4985;621;0;570;0;0
новый;0.2001;0;1;604;0;0
новый;0.1;0;1;624;0;0
новый;0.2891;754;0;0;1;0
новый;0.1514;645;0;714;0;0
б/у;0.3977;0;1;743;0;0
новый;0.1597;718;0;656;0;0
новый;0.339;624;0;557;0;0
новый;0.2;611;0;632;0;0
б/у;0.215;0;1;0;1;0
б/у;0.3522;0;1;478;0;0
новый;0.2268;669;0;680;0;0
новый;0.1866;0;1;628;0;0
новый;0;674;0;610;0;0
новый;0.4005;647;0;739;0;0
новый;0.7873;693;0;679;0;0
новый;0.5098;0;1;0;1;0
б/у;0.8297;0;1;579;0;0
б/у;0.1501;568;0;456;0;0
новый;0.2053;627;0;618;0;0
новый;0.1838;694;0;635;0;0
новый;0.5693;750;0;719;0;0
новый;0.2069;722;0;776;0;0
новый;0.15;0;1;0;1;0
б/у;0.3;626;0;573;0;0
новый;0.2315;574;0;584;0;0
новый;0.5192;729;0;0;1;0
новый;0.5;699;0;760;0;0
б/у;0.15;649;0;558;0;1
новый;0.2018;639;0;600;0;0
новый;0.2;607;0;0;1;1
б/у;0.1687;0;1;0;1;1
новый;0.2494;0;1;691;0;0
новый;0.1501;564;0;0;1;0
б/у;0.2604;663;0;610;0;0
б/у;0.4544;676;0;627;0;0
новый;0.7449;0;1;774;0;0
б/у;0.3538;0;1;439;0;1
новый;0.3812;704;0;663;0;0
новый;0.3199;0;1;590;0;0
новый;0.3051;739;0;664;0;0
новый;0.618;687;0;636;0;0
новый;0.311;718;0;590;0;0
новый;0.1519;692;0;0;1;0
новый;0.1709;585;0;0;1;0
новый;0.1569;606;0;445;0;0
б/у;0.4169;0;1;699;0;0
новый;0.1504;557;0;594;0;1
б/у;0.3617;580;0;0;1;1
б/у;0.1844;675;0;484;0;1
новый;0.5015;0;1;0;1;0
новый;0.2857;510;0;484;0;1
новый;0.2641;0;1;0;1;0
новый;0.2667;0;1;0;1;0
новый;0.5941;665;0;697;0;0
новый;0.1514;615;0;558;0;0
б/у;0.4583;0;1;0;1;0
новый;0.1516;0;1;622;0;0
новый;0.1507;683;0;693;0;0
новый;0.3007;694;0;657;0;0
новый;0.1519;607;0;463;0;0
новый;0.7133;0;1;0;1;0
новый;0.1508;0;1;0;1;0
новый;0.2;0;1;603;0;1
новый;0.2032;0;1;0;1;0
б/у;0.3511;0;1;0;1;1
новый;0.3082;659;0;579;0;0
новый;0.1572;0;1;0;1;0
новый;0.3088;638;0;706;0;0
новый;0.3954;553;0;563;0;0
б/у;0.15;560;0;423;0;1
новый;0.1399;709;0;0;1;0
новый;0.3;736;0;700;0;0
новый;0.1705;0;1;0;1;0
новый;0.1502;646;0;699;0;0
б/у;0.1671;0;1;0;1;1
новый;0.3637;640;0;714;0;0
новый;0.1714;0;1;0;1;0
новый;0.3159;735;0;751;0;0
новый;0.3;726;0;687;0;0
новый;0.1023;735;0;700;0;0
новый;0.1509;530;0;464;0;1
новый;0.2179;672;0;636;0;0
новый;0.2;691;0;683;0;0
новый;0.4425;0;1;0;1;0
б/у;0;589;0;0;1;0
новый;0.312;0;1;470;0;0
б/у;0.3922;0;1;0;1;0
б/у;0.1275;671;0;0;1;0
новый;0.614;672;0;658;0;0
новый;0.453;0;1;810;0;0
б/у;0.153;0;1;0;1;0
б/у;0.2308;485;0;534;0;0
б/у;0.1667;0;1;374;0;1
б/у;0.5386;0;1;656;0;0
новый;0.3519;0;1;830;0;0
новый;0.8338;0;1;0;1;0
